name,author,isbn,category
The Art Of Uncharted 4: A Thief's End,Naughty Dog Studios,9781616559274,Computing
Adobe InDesign CS5 Classroom in a Book,Adobe Creative Team,9780321701794,Computing
The Manga Guide To Statistics,Shin Takahashi,9781593271893,Computing
Dragon Age: Magekiller,Greg Rucka,9781616556341,Computing
Influencer,Brittany Hennessy,9780806538853,Computing
The Definitive Guide to DAX,Alberto Ferrari,9780735698352,Computing
The Game Console,Evan Amos,9781593277437,Computing
Data Strategy,Bernard Marr,9780749479855,Computing
Escaping the Build Trap,Melissa Perri,9781491973790,Computing
Building Evolutionary Architectures,Neal Ford,9781491986363,Computing
Cambridge IGCSE Computer Science Workbook,David Watson,9781471868672,Computing
The Messy Middle,Scott Belsky,9780241310175,Computing
Scrum Mastery,Geoff Watts,9780957587403,Computing
Hamlet's Blackberry,William Powers,9780061687174,Computing
Generative Design,Hartmut Bohnacker,9781616890773,Computing
R in Action,Robert I. Kabacoff,9781617291388,Computing
Information: A Very Short Introduction,Luciano Floridi,9780199551378,Computing
Kingpin,Kevin Poulsen,9780307588692,Computing
Halo: The Great Journey,Martin Robinson,9780857685629,Computing
Windows 10 in easy steps,Nick Vandome,9781840786439,Computing
Creative Selection,Ken Kocienda,9781529011845,Computing
The Art Of Lego Mindstorms Ev3 Programming,Terry Griffin,9781593275686,Computing
"TCP/IP Illustrated, Volume 1",Kevin R. Fall,9780321336316,Computing
Drawing Basics And Video Game Art,Chris Solarski,9780823098477,Computing
Data and Goliath,Bruce Schneier,9780393244816,Computing
Why Fonts Matter,Sarah Hyndman,9780753557235,Computing
Mastering the Olympus OM-D E-M5 Mark II,Darrell Young,9781937538736,Computing
Digital Minimalism,Cal Newport,9780525542872,Computing
Business Analysis Techniques,James Cadle,9781780172736,Computing
Adobe Photoshop CC Classroom in a Book (2018 release),Andrew Faulkner,9780134852485,Computing
Exam Ref 70-778 Analyzing and Visualizing Data by Using Microsoft Power BI,Daniil Maslyuk,9781509307029,Computing
Python Essential Reference,David Beazley,9780672329784,Computing
The Elder Scrolls V - The Skyrim Library,Bethesda Softworks,9781783293216,Computing
CCNA Routing and Switching ICND2 200-105 Official Cert Guide,Wendell Odom,9781587205798,Computing
Scratch Programming in Easy Steps,Sean McManus,9781840786125,Computing
CCNA Security 210-260 Official Cert Guide,Omar Santos,9781587205668,Computing
The Last Guardian: An Extraordinary Story,Future Press,9783869930800,Computing
Character Mentor,Tom Bancroft,9780240820712,Computing
"Java: A Beginner's Guide, Eighth Edition",Herbert Schildt,9781260440218,Computing
Sketching User Experiences: The Workbook,Bill Buxton,9780123819598,Computing
The Ruby Programming Language,David Flanagan,9780596516178,Computing
The Stack,Benjamin H. Bratton,9780262029575,Computing
The Witcher Adult Coloring Book,CD Projekt Red,9781506706375,Computing
"Happy Mum, Happy Baby",Giovanna Fletcher,9781473651203,Computing
Learn C# in One Day and Learn It Well,Jamie Chan,9781518800276,Computing
Turing and the Universal Machine (Icon Science),Jon Agar,9781785782381,Computing
Bitcoin For Dummies,Prypto,9781119076131,Computing
Architects of Intelligence,Martin Ford,9781789131512,Computing
The Art of Unit Testing,Roy Osherove,9781617290893,Computing
The Age of Spiritual Machines: When Computers Exceed Human Intelligence,Ray Kurzweil,9780140282023,Computing
"BPMN Method and Style, 2nd Edition, with BPMN Implementer's Guide",Bruce S. Silver,9780982368114,Computing
"To Save Everything, Click Here",Evgeny Morozov,9780241957707,Computing
The Hacker Playbook,Peter Kim,9781494932633,Computing
The Definitive Guide to Fortnite 2020,Naomi Berry,9781912456376,Computing
The Lego Boost Activity Book,Daniele Benedettelli,9781593279325,Computing
Seven Languages in Seven Weeks,Bruce A. Tate,9781934356593,Computing
CSS Secrets,Lea Verou,9781449372637,Computing
Applying UML and Patterns,Craig Larman,9780131489066,Computing
Installing and Configuring Windows Server (R) 2012 R2,Craig Zacker,9780735684249,Computing
The Infernal City,Greg Keyes,9780345508010,Computing
Head First Objects-Oriented Analysis and Design,Brett D. McLaughlin,9780596008673,Computing
Domain-Driven Design Distilled,Vaughn Vernon,9780134434421,Computing
Regular Expression Pocket Reference,Tony Stubblebine,9780596514273,Computing
Domain Modeling Made Functional,Scott Wlaschin,9781680502541,Computing
Mindstorms,Seymour Papert,9780465046744,Computing
The Essence of Photography,Bruce Barnbaum,9781937538514,Computing
Serious Cryptography,Jean-Philippe Aumasson,9781593278267,Computing
Everybody Lies,Seth Stephens-davidowitz,9781408894705,Computing
Clash At Fatal Fields,Devin Hunter,9781510742635,Computing
"HBR's 10 Must Reads on Teams (with featured article ""The Discipline of Teams,"" by Jon R. Katzenbach and Douglas K. Smith)",Harvard Business Review,9781422189870,Computing
Cambridge IGCSE Computer Science Study and Revision Guide,David Watson,9781471868689,Computing
RTFM,Ben Clark,9781494295509,Computing
Dark Territory,Fred Kaplan,9781501140839,Computing
Specification by Example,Gojko Adzic,9781617290084,Computing
Practical Reverse Engineering,Bruce Dang,9781118787311,Computing
CCNP Routing and Switching ROUTE 300-101 Official Cert Guide,Kevin Wallace,9781587205590,Computing
Minecraft,Minecraft Books,9781499217360,Computing
Ni no Kuni II: Revenant Kingdom Collector's Edition Guide,Future Press,9783869930862,Computing
Kotlin in Action,Dmitry Jemerov,9781617293290,Computing
Nikon D90 For Dummies,Julie Adair King,9780470457726,Computing
The Filter Bubble,Eli Pariser,9780241954522,Computing
Intelligence in Nature,Jeremy Narby,9781585424610,Computing
Letting Go of the Words,Janice (Ginny) Redish,9780123859303,Computing
The Million Dollar Blog,Natasha Courtenay-Smith,9780349414065,Computing
Designing for the Digital Age,Kim Goodwin,9780470229101,Computing
The Manga Guide To Databases,Mana Takahashi,9781593271909,Computing
Professional WordPress,Brad Williams,9781118987247,Computing
Lost and Founder,Rand Fishkin,9780241290927,Computing
The Art Of Ratchet & Clank,Sony,9781506705729,Computing
Statistics Using Stata,Sharon Lawner Weinberg,9781107461185,Computing
Microsoft Excel Data Analysis and Business Modeling,Wayne Winston,9781509304219,Computing
The Little Schemer,Daniel P. Friedman,9780262560993,Computing
How Do I Do That in Photoshop?,Scott Kelby,9781681980799,Computing
Confident Data Skills,Kirill Eremenko,9780749481544,Computing
Agile Project Management For Dummies,Mark C. Layton,9781119405696,Computing
SQL Cookbook,Anthony Molinaro,9780596009762,Computing
Bayesian Statistics The Fun Way,Will Kurt,9781593279561,Computing
"Machine, Platform, Crowd",Andrew McAfee,9780393356069,Computing
"Information Theory, Inference and Learning Algorithms",David J. C. MacKay,9780521642989,Computing
New Turing Omnibus,A. K. Dewdney,9780805071665,Computing
SPSS Statistics for Dummies,Keith McCormick,9781118989012,Computing
Data Science,John D. Kelleher,9780262535434,Computing
How Technology Works,DK,9780241356289,Computing
"Scott Kelby's Digital Photography Boxed Set, Parts 1, 2, 3, 4, and 5",Scott Kelby,9780133988062,Computing
Doing Data Science,Cathy O'Neill,9781449358655,Computing
Cybernetics,Norbert Wiener,9781614275022,Computing
"Learning PHP, MySQL & JavaScript 5e",Robin Nixon,9781491978917,Computing
Ten Arguments For Deleting Your Social Media Accounts Right Now,Jaron Lanier,9781529112405,Computing
Causality,Judea Pearl,9780521895606,Computing
Modern C++ Design,Andrei Alexandrescu,9780201704310,Computing
Photographer's Guide to the Nikon Coolpix P900,Alexander S White,9781937986483,Computing
Agile Data Warehouse Design,Lawrence Corr,9780956817204,Computing
Machine Learning For Dummies,John Paul Mueller,9781119245513,Computing
The Elder Scrolls: The Official Cookbook,Chelsea Monroe-cassel,9781683833987,Computing
No Place to Hide,Glenn Greenwald,9781627790734,Computing
Security Engineering,Ross J. Anderson,9780470068526,Computing
Nicely Said,Nicole Fenton,9780321988195,Computing
Mastering the Requirements Process,Suzanne Robertson,9780321815743,Computing
Scratch Coding Cards,Natalie Rusk,9781593277741,Computing
Cambridge IGCSE ICT 2nd Edition,Brian Sargent,9781471807213,Computing
Prisoner's Dilemma,William Poundstone,9780385415804,Computing
World of Warcraft Ultimate Visual Guide,DK,9780241245736,Computing
One Million Followers,brendan Kane,9781946885371,Computing
Windows 10 for Seniors in Easy Steps,Michael Price,9781840786446,Computing
"Practical Vim, 2e",Drew Neil,9781680501278,Computing
Agile Software Requirements,Dean Leffingwell,9780321635846,Computing
Race Against the Machine,Erik Brynjolfsson,9780984725113,Computing
But How Do It Know?,J Clark Scott,9780615303765,Computing
Beginner's Guide to Digital Painting in Photoshop,3dtotal Publishing,9781909414358,Computing
Art of How To Train Your Dragon 2,Linda Sunshine,9780062323354,Computing
Programming Game AI By Example,Mat Buckland,9781556220784,Computing
"Web Design with HTML, CSS, JavaScript and jQuery Set",Jon Duckett,9781119038634,Computing
The Shallows,Nicholas Carr,9780393072228,Computing
Professional Portrait Retouching Techniques for Photographers Using Photoshop,Scott Kelby,9780321725547,Computing
Irresistible,Adam Alter,9780735222847,Computing
"The Nine Old Men: Lessons, Techniques, and Inspiration from Disney's Great Animators",Andreas Deja,9780415843355,Computing
Introducing Python,Bill Lubanovic,9781449359362,Computing
Algorithms of Oppression,Safiya Umoja Noble,9781479837243,Computing
"The Nostalgia Nerd's Retro Tech: Computer, Consoles & Games",Peter Leigh,9781781575703,Computing
Minecraft Modding For Kids For Dummies,Stephen Foster,9781119050049,Computing
Quality Investing,Lawrence A. Cunningham,9780857195128,Computing
The E-Myth Contractor,Michael E. Gerber,9780060938468,Computing
MCSA Windows Server 2012 R2 Complete Study Guide,William Panek,9781118859919,Computing
"RHCSA/RHCE Red Hat Linux Certification Study Guide, Seventh Edition (Exams EX200 & EX300)",Michael Jang,9780071841962,Computing
Python for Everybody,Aimee Andrion,9781530051120,Computing
Head First C#,Jennifer Greene,9781449343507,Computing
Professional JavaScript for Web Developers,Nicholas C. Zakas,9781118026694,Computing
Excel VBA Programming For Dummies,Michael Alexander,9781119518174,Computing
Beyond Snapshots,Rachel Devine,9780817435806,Computing
Arduino Workshop,John Boxall,9781593274481,Computing
InstaStyle,Tessa Barton,9781465476685,Computing
SQL Pocket Guide,Jonathan Gennick,9781449394097,Computing
How to Make Sense of Any Mess,Abby Covert,9781500615994,Computing
Elements of Programming Interviews in Python,Tsung-hsien Lee,9781537713946,Computing
Programming in HTML5 with JavaScript and CSS3,Rick Delorme,9780735676633,Computing
Nmap Network Scanning,Gordon Lyon,9780979958717,Computing
Designing Interfaces,Jenifer Tidwell,9781449379704,Computing
Cool Infographics,Randy Krum,9781118582305,Computing
Windows 10 For Dummies,Andy Rathbone,9781119311041,Computing
Learning Python with Raspberry Pi,Alex Bradbury,9781118717059,Computing
iPad 2 For Seniors For Dummies,Nancy C. Muir,9781118176788,Computing
C Pocket Reference,Peter Prinz,9780596004361,Computing
Growing Up Social,Gary D Chapman,9780802411235,Computing
Super Smash Bros. Ultimate,Prima Games,9780744019032,Computing
How Computers Work,Ron White,9780789749840,Computing
Windows 10 For Seniors For Dummies,Peter Weverka,9781119469858,Computing
The C++ Standard Library,Nicolai Josuttis,9780321623218,Computing
"Master Handbook of Acoustics, Sixth Edition",F.Alton Everest,9780071841047,Computing
Fifty Paths to Creative Photography,Michael Freeman,9781781573471,Computing
HTML and CSS,Jon Duckett,9781118871645,Computing
Spark - The Definitive Guide,Bill Chambers,9781491912218,Computing
Electronics For Kids,Oyvind Nydal Dahl,9781593277253,Computing
Red Dead Redemption 2,Piggyback,9781911015543,Computing
The Stuff of Thought,Steven Pinker,9780143114246,Computing
The Freelance Manifesto,Joey Korenman,9781619616714,Computing
Refactoring to Patterns,Joshua Kerievsky,9780321213358,Computing
Designing for Interaction,Dan Saffer,9780321643391,Computing
Excel 2007 VBA Programming For Dummies,John Walkenbach,9780470046746,Computing
Big Data,Viktor Mayer-Schonberger,9780544227750,Computing
Game Feel,Steve Swink,9780123743282,Computing
Beginning Programming All-In-One Desk Reference For Dummies,Wallace Wang,9780470108543,Computing
Agile Project Management with Kanban,Eric Brechner,9780735698956,Computing
The Nature of Code,Daniel Shiffman,9780985930806,Computing
Interaction Design,Jenny Preece,9781119020752,Computing
Professional Android 4 Application Development,Reto Meier,9781118102275,Computing
Smart Business,Ming Zeng,9781633693296,Computing
Battle for Loot Lake,Devin Hunter,9781510742642,Computing
Making Embedded Systems,Elecia White,9781449302146,Computing
Eleventh Hour CISSP (R),Eric Conrad,9780128112489,Computing
Excel 2007 Bible,John Walkenbach,9780470044032,Computing
The Content Strategy Toolkit,Meghan Casey,9780134105109,Computing
Adobe Photoshop CC Classroom in a Book (2017 release),Andrew Faulkner,9780134663456,Computing
Dark Pools,Scott Patterson,9781847940988,Computing
Getting Started with Coding,Camille McCue,9781119177173,Computing
Quantum Computing since Democritus,Scott Aaronson,9780521199568,Computing
Mastering the Nikon D7000,Darrell Young,9781933952802,Computing
Computer Science: A Very Short Introduction,Subrata DasGupta,9780198733461,Computing
Gwent: Art Of The Witcher Card Game,CD Red,9781506702452,Computing
"Objects First with Java: A Practical Introduction Using BlueJ, Global Edition",David J. Barnes,9781292159041,Computing
Time Management for System Administrators,Thomas A. Limoncelli,9780596007836,Computing
C++ Templates,David Vandevoorde,9780321714121,Computing
"Programming the Raspberry Pi, Second Edition: Getting Started with Python",Simon Monk,9781259587405,Computing
The Art Of Metal Gear Solid V,Konami,9781506701103,Computing
The Gamification of Learning and Instruction,Karl M. Kapp,9781118096345,Computing
"CCNA Routing and Switching Portable Command Guide (ICND1 100-105, ICND2 200-105, and CCNA 200-125)",Scott Empson,9781587205880,Computing
The Adobe Photoshop CC Book for Digital Photographers (2017 release),Scott Kelby,9780134545110,Computing
The R Book,Michael J. Crawley,9780470973929,Computing
The Art of Alien Isolation,Andy McVittie,9781781169315,Computing
No B.S. Guide to Direct Response Social Media Marketing,Dan S. Kennedy,9781599185774,Computing
Cryptocurrency,Paul Vigna,9781784700737,Computing
Beginning iPhone 3 Development,Jeff LaMarche,9781430224594,Computing
