,name,author,book_depository_stars,isbn,category
4159,The Innovator's Dilemma,Clayton M. Christensen,4.0,9781633691780,Business-Finance-Law
4160,Keep Going,Austin Kleon,4.5,9781523506644,Business-Finance-Law
4161,Sam Walton,Sam Walton,4.0,9780553562835,Business-Finance-Law
4162,"Pitch Anything: An Innovative Method for Presenting, Persuading, and Winning the Deal",Oren Klaff,4.0,9780071752855,Business-Finance-Law
4163,Steve Jobs,Walter Isaacson,4.0,9780349140438,Business-Finance-Law
4164,Nice Girls Don't Get The Corner Office,Lois P. Frankel,4.0,9781455558896,Business-Finance-Law
4165,Growth Hacker Marketing,Ryan Holiday,4.0,9781781254363,Business-Finance-Law
4166,Thrive,Arianna Huffington,3.5,9780753555422,Business-Finance-Law
4167,The Phoenix Project,Gene Kim,4.5,9781942788294,Business-Finance-Law
4168,Team of Teams,General Stanley A. McChrystal,4.0,9780241250839,Business-Finance-Law
4169,Losing My Virginity,Sir Richard Branson,4.0,9780753519554,Business-Finance-Law
4170,The Plea,Steve Cavanagh,4.5,9781409152354,Business-Finance-Law
4171,Presence,Amy Cuddy,4.0,9781409156017,Business-Finance-Law
4172,The DevOPS Handbook,Gene Kim,4.5,9781942788003,Business-Finance-Law
4173,Drive,Daniel H. Pink,4.0,9781594484803,Business-Finance-Law
4174,Strengths Based Leadership,Tom Rath,4.0,9781595620255,Business-Finance-Law
4175,"Predictably Irrational, Revised and Expanded Edition",Dr Dan Ariely,4.0,9780061353246,Business-Finance-Law
4176,The Advantage,Patrick M. Lencioni,4.0,9780470941522,Business-Finance-Law
4177,"How to Make Money in Stocks: A Winning System in Good Times and Bad, Fourth Edition",William J. O'Neil,4.0,9780071614139,Business-Finance-Law
4178,Think and Grow Rich Deluxe Edition,Napoleon Hill,4.0,9781585426591,Business-Finance-Law
4179,Trading in the Zone,Mark Douglas,4.0,9780735201446,Business-Finance-Law
4180,Invisible Women,Caroline Criado Perez,4.5,9781784742928,Business-Finance-Law
4181,How to Win Friends and Influence People,Dale Carnegie,4.0,9780671027032,Business-Finance-Law
4182,The Art of Statistics,David Spiegelhalter,4.5,9780241398630,Business-Finance-Law
4183,Capital in the Twenty-First Century,Thomas Piketty,4.0,9780674979857,Business-Finance-Law
4184,Difficult Conversations,Douglas Stone,4.0,9780143118442,Business-Finance-Law
4185,The Five Dysfunctions of a Team: Team Assessment,Patrick M. Lencioni,4.0,9781118127308,Business-Finance-Law
4186,Drive,Daniel H. Pink,4.0,9781786891709,Business-Finance-Law
4187,Robert Kuok,Robert Kuok,4.5,9789814189736,Business-Finance-Law
4188,When Genius Failed,Roger Lowenstein,4.0,9781841155043,Business-Finance-Law
4189,Your Brain at Work,David Rock,4.0,9780061771293,Business-Finance-Law
4190,23 Things They Don't Tell You About Capitalism,Ha-Joon Chang,4.0,9780141047973,Business-Finance-Law
4191,Change by Design,Tim Brown,4.0,9780061766084,Business-Finance-Law
4192,Freakonomics,Steven D. Levitt,4.0,9780141030081,Business-Finance-Law
4193,Flash Boys,Michael Lewis,4.0,9780141981031,Business-Finance-Law
4194,Thanks for the Feedback,Douglas Stone,4.0,9780670922635,Business-Finance-Law
4195,Finding Your Element,Ken Robinson,4.0,9780241952023,Business-Finance-Law
4196,Capital,Karl Marx,4.0,9780140445688,Business-Finance-Law
4197,Getting Things Done,David Allen,4.0,9780143126560,Business-Finance-Law
4198,"Thinking, Fast and Slow",Daniel Kahneman,4.0,9780374275631,Business-Finance-Law
4199,From Third World to First,Kuan Yew Lee,4.5,9780060957513,Business-Finance-Law
4200,Blink,Malcolm Gladwell,4.0,9780316010665,Business-Finance-Law
4201,The One Minute Manager Meets the Monkey,Ken Blanchard,4.0,9780007116980,Business-Finance-Law
4202,Mastery,George Leonard,4.0,9780452267565,Business-Finance-Law
4203,Never Eat Alone,Keith Ferrazzi,4.0,9780241004951,Business-Finance-Law
4204,Market Wizards,Jack D. Schwager,4.0,9781118273050,Business-Finance-Law
4205,The Goal,Eliyahu M Goldratt,4.0,9780884271956,Business-Finance-Law
4206,"Crossing the Chasm, 3rd Edition",Geoffrey A Moore,4.0,9780062292988,Business-Finance-Law
4207,What Got You Here Won't Get You There,Marshall Goldsmith,4.0,9781846681370,Business-Finance-Law
4208,In the Company of Women,Grace Bonney,4.0,9781579655976,Business-Finance-Law
4209,Reminiscences of a Stock Operator,Edwin Lefevre,4.0,9780471770886,Business-Finance-Law
4210,The 22 Immutable Laws Of Marketing,Al Ries,4.0,9781861976109,Business-Finance-Law
4211,The Mind/Body Prescription,John Sarno,4.0,9780446675154,Business-Finance-Law
4212,Just Mercy,Bryan Stevenson,4.5,9781925228311,Business-Finance-Law
4213,Unreliable Memoirs,Clive James,4.0,9780330264631,Business-Finance-Law
4214,The Most Important Thing Illuminated,Howard Marks,4.5,9780231162845,Business-Finance-Law
4215,Predictably Irrational,Dan Ariely,4.0,9780007256532,Business-Finance-Law
4216,Superfreakonomics,Steven D Levitt,4.0,9780062063373,Business-Finance-Law
4217,Capitalism and Freedom,Milton Friedman,4.0,9780226264219,Business-Finance-Law
4218,Beating the Street,Peter Lynch,4.0,9780671891633,Business-Finance-Law
4219,The Undoing Project,Michael Lewis,4.0,9780393254594,Business-Finance-Law
4220,The Wealth of Nations,Adam Smith,4.0,9780857080776,Business-Finance-Law
4221,How Will You Measure Your Life?,Clayton M. Christensen,4.0,9780007449156,Business-Finance-Law
4222,Built to Last,James C. Collins,4.0,9780060516406,Business-Finance-Law
4223,The Outsiders,William N. Thorndike,4.0,9781422162675,Business-Finance-Law
4224,Call of the Reed Warbler: A New Agriculture - A New Earth,Charles Massy,4.5,9780702253416,Business-Finance-Law
4225,Crushing It!,Gary Vaynerchuk,4.0,9780062845023,Business-Finance-Law
4226,The Power of Full Engagement: Managing Energy Not Time is the key to High Perform and Personal Renewal,Jim Loehr,4.0,9780743226752,Business-Finance-Law
4227,The Liar,Steve Cavanagh,4.5,9781409152392,Business-Finance-Law
4228,Gamestorming,Dave Gray,4.0,9780596804176,Business-Finance-Law
4229,The 48 Laws of Power,Joost Elffers,4.0,9780140280197,Business-Finance-Law
4230,How to Lie with Statistics,Darrell Huff,4.0,9780140136296,Business-Finance-Law
4231,TED Talks,Chris Anderson,4.0,9781472228062,Business-Finance-Law
4232,The Culture Code,Daniel Coyle,4.5,9781847941275,Business-Finance-Law
4233,The Wife Drought,Annabel Crabb,4.0,9780857984289,Business-Finance-Law
4234,Start-Up Nation,Dan Senor,4.0,9781455502394,Business-Finance-Law
4235,Think and Grow Rich,Napoleon Hill,4.0,9781634502535,Business-Finance-Law
4236,Playing to Win,A.G. Lafley,4.0,9781422187395,Business-Finance-Law
4237,Immunity to Change,Robert Kegan,4.0,9781422117361,Business-Finance-Law
4238,Scaling Up,Verne Harnish,4.0,9780986019524,Business-Finance-Law
4239,The Power of the Actor,Ivana Chubbuck,4.0,9781592401536,Business-Finance-Law
4240,Smoke Gets in Your Eyes,Caitlin Doughty,4.0,9781782111054,Business-Finance-Law
4241,Everywhere I Look,Helen Garner,4.0,9781925355369,Business-Finance-Law
4242,"Whatever You Think, Think the Opposite",Paul Arden,4.0,9780141025711,Business-Finance-Law
4243,Development as Freedom,Amartya Sen,4.0,9780192893307,Business-Finance-Law
4244,The Road to Ruin,James Rickards,4.0,9780241189207,Business-Finance-Law
4245,Naked Statistics,Charles Wheelan,4.0,9780393347777,Business-Finance-Law
4246,Ogilvy on Advertising,David Ogilvy,4.0,9781853756153,Business-Finance-Law
4247,The Price of Inequality,Joseph Stiglitz,4.0,9780718197384,Business-Finance-Law
4248,Originals,Adam Grant,4.0,9780753548080,Business-Finance-Law
4249,The Art of Asking,Amanda Palmer,4.0,9780349408095,Business-Finance-Law
4250,Everything Store,Brad Stone,4.0,9780316377553,Business-Finance-Law
4251,The Ladybird Book of Red Tape,Jason Hazeley,4.0,9780718184391,Business-Finance-Law
4252,Difficult Conversations,Bruce Patton,4.0,9780670921348,Business-Finance-Law
4253,Leadership and the One Minute Manager,Kenneth Blanchard,4.0,9780007103416,Business-Finance-Law
4254,Work Rules!,Laszlo Bock,4.0,9781444792386,Business-Finance-Law
4255,A Whole New Mind,Daniel H. Pink,4.0,9781594481710,Business-Finance-Law
4256,How Google Works,III  Eric Schmidt,4.0,9781444792492,Business-Finance-Law
4257,How to Fail at Almost Everything and Still Win Big,Scott Adams,4.0,9781591847748,Business-Finance-Law
4258,The Making of a Manager,Julie Zhuo,4.5,9780753552896,Business-Finance-Law
4259,The Big Short,Michael Lewis,4.5,9780141043531,Business-Finance-Law
4260,Getting to Yes,Roger Fisher,4.0,9780143118756,Business-Finance-Law
4261,"Wisdom from Rich Dad, Poor Dad",Robert Kiyosaki,4.5,9780762460991,Business-Finance-Law
4262,Snakes in Suits,Paul Babiak,3.5,9780061147890,Business-Finance-Law
4263,The Power of Moments,Chip Heath,4.0,9780593079263,Business-Finance-Law
4264,The Wolf of Wall Street,Jordan Belfort,3.5,9780553384772,Business-Finance-Law
4265,Managing successful projects with PRINCE2,Office of Government Commerce,3.5,9780113310593,Business-Finance-Law
4266,Inspired,Marty Cagan,4.0,9781119387503,Business-Finance-Law
4267,Designing Your Life,Bill Burnett,4.0,9781784701178,Business-Finance-Law
4268,The 33 Strategies Of War,Robert Greene,4.5,9781861979780,Business-Finance-Law
4269,Warren Buffett and the Interpretation of Financial Statements,Mary Buffett,4.0,9781849833196,Business-Finance-Law
4270,Reinventing Organizations,Frederic Laloux,4.5,9782960133509,Business-Finance-Law
4271,Debt,David Graeber,4.0,9781612194196,Business-Finance-Law
4272,Big Debt Crises,Ray Dalio,4.5,9781732689800,Business-Finance-Law
4273,Bullshit Jobs,David Graeber,4.0,9780141983479,Business-Finance-Law
4274,Damn Good Advice (For People with Talent!),George Lois,4.0,9780714863481,Business-Finance-Law
4275,Propaganda,Edward Bernays,4.0,9780970312594,Business-Finance-Law
4276,This is Service Design Doing,Adam Lawrence,4.5,9781491927182,Business-Finance-Law
4277,Trump: The Art of the Deal,Donald J Trump,3.5,9780399594496,Business-Finance-Law
4278,All Marketers are Liars,Seth Godin,4.0,9781591845331,Business-Finance-Law
4279,Economics for the IB Diploma with CD-ROM,Ellie Tragakes,4.0,9780521186407,Business-Finance-Law
4280,Talking As Fast As I Can,Lauren Graham,4.0,9780349009711,Business-Finance-Law
4281,Now Habit,Neil Fiore,4.0,9781585425525,Business-Finance-Law
4282,Everybody Writes,Ann Handley,4.0,9781118905555,Business-Finance-Law
4283,Coaching for Performance,John Whitmore,4.0,9781473658127,Business-Finance-Law
4284,What Money Can't Buy,Michael Sandel,4.0,9780241954485,Business-Finance-Law
4285,Elon Musk,Ashlee Vance,4.0,9780062301239,Business-Finance-Law
4286,Tools of Titans,Timothy Ferriss,4.0,9781328683786,Business-Finance-Law
4287,Bulletproof Problem Solving,Charles Conn,4.0,9781119553021,Business-Finance-Law
4288,"Blood, Sweat, and Pixels",Jason Schreier,4.5,9780062651235,Business-Finance-Law
4289,Traction,Gino Wickman,4.0,9781936661831,Business-Finance-Law
4290,A Brief History of Neoliberalism,David Harvey,4.0,9780199283279,Business-Finance-Law
4291,DotCom Secrets,Russell Brunson,4.5,9781630474775,Business-Finance-Law
4292,The Paradox Of Choice,Barry Schwartz,4.0,9780060005696,Business-Finance-Law
4293,How to Win Friends and Influence People in the Digital Age,Dale Carnegie,4.0,9781451612592,Business-Finance-Law
4294,Poor Economics,Abhijit Banerjee,4.0,9780718193669,Business-Finance-Law
4295,Case Interview Secrets,Victor Cheng,4.0,9780984183524,Business-Finance-Law
4296,The Jersey,Peter Bills,3.5,9781509856688,Business-Finance-Law
4297,Talking As Fast As I Can,Lauren Graham,4.0,9780349009728,Business-Finance-Law
4298,Playing Big,Tara Mohr,4.0,9780099591528,Business-Finance-Law
4299,You Can be a Stock Market Genius,Joel Greenblatt,4.0,9780684840079,Business-Finance-Law
4300,Drawdown,Paul Hawken,4.5,9780143130444,Business-Finance-Law
4301,A guide to the Project Management Body of Knowledge (PMBOK guide),Project Management Institute,3.5,9781628251845,Business-Finance-Law
4302,What Color Is Your Parachute? 2019,Richard N. Bolles,3.5,9780399581687,Business-Finance-Law
4303,Positioning: The Battle for Your Mind,Al Ries,4.0,9780071373586,Business-Finance-Law
4304,Eat That Frog! 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,Brian Tracy,4.0,9781626569416,Business-Finance-Law
4305,Tribal Leadership,David Logan,4.0,9780061251320,Business-Finance-Law
4306,The Lean Startup,Eric Ries,4.0,9781524762407,Business-Finance-Law
4307,Aftermath,James Rickards,4.0,9780241304082,Business-Finance-Law
4308,Maximum Achievement,Brian Tracy,4.5,9780684803319,Business-Finance-Law
4309,The Naked CEO,Alex Malley,3.0,9780730314592,Business-Finance-Law
4310,The Dichotomy of Leadership,Jocko Willink,4.5,9781250195777,Business-Finance-Law
4311,Small Is Beautiful,E. F. Schumacher,4.0,9780099225614,Business-Finance-Law
4312,Factfulness,Hans Rosling,4.5,9781473637498,Business-Finance-Law
4313,Period Power,Maisie Hill,4.0,9781472963611,Business-Finance-Law
4314,The Monocle Guide to Good Business,Monocle,4.0,9783899555370,Business-Finance-Law
4315,SPIN Selling,Neil Rackham,4.0,9780070511132,Business-Finance-Law
4316,The Diamond Cutter,Lama Christie McNally,4.0,9780385528689,Business-Finance-Law
4317,4 Disciplines of Execution,Sean Covey,4.0,9780857205834,Business-Finance-Law
4318,The Stylist's Guide to NYC,Sibella Court,4.0,9781742661087,Business-Finance-Law
4319,Talking to My Daughter About the Economy,Yanis Varoufakis,4.0,9781784705756,Business-Finance-Law
4320,The 50th Law,50 Cent,4.0,9781846680793,Business-Finance-Law
4321,It Doesn't Have to Be Crazy at Work,Jason Fried,4.0,9780008323448,Business-Finance-Law
4322,Everybody Lies,Seth Stephens-davidowitz,4.0,9781408894736,Business-Finance-Law
4323,Co-Active Coaching,Henry Kimsey-House,4.0,9781857885675,Business-Finance-Law
4324,Manage Your Day-to-Day,Scott Belsky,4.0,9781477800676,Business-Finance-Law
4325,Moneyland,Oliver Bullough,4.0,9781781257937,Business-Finance-Law
4326,Guide to Business Analysis Body of Knowledge (Babok Guide),IIBY,4.0,9781927584026,Business-Finance-Law
4327,This Time Is Different,Carmen M. Reinhart,4.0,9780691152646,Business-Finance-Law
4328,Confessions Of An Advertising Man,David Ogilvy,4.0,9781904915379,Business-Finance-Law
4329,Bad Pharma,Ben Goldacre,4.0,9780007498086,Business-Finance-Law
4330,The Everything Store: Jeff Bezos and the Age of Amazon,Brad Stone,4.0,9780552167833,Business-Finance-Law
4331,Don't Tell Mum I Work on the Rigs,Paul Carter,4.0,9781857883770,Business-Finance-Law
4332,Barbarians At The Gate,Bryan Burrough,4.0,9780099545835,Business-Finance-Law
4333,This House Of Grief,Helen Garner,4.0,9781925240689,Business-Finance-Law
4334,Designing Your Life,Bill Burnett,4.0,9781101875322,Business-Finance-Law
4335,The Toyota Way,Jeffrey K. Liker,4.0,9780071392310,Business-Finance-Law
4336,The Ascent of Money,Niall Ferguson,4.0,9780143116172,Business-Finance-Law
4337,Currency Wars,James Rickards,4.0,9781591845560,Business-Finance-Law
4338,The Brand Gap,Marty Neumeier,4.0,9780321348104,Business-Finance-Law
4339,The Ideal Team Player,Patrick M. Lencioni,4.0,9781119209591,Business-Finance-Law
4340,Permanent Record,Edward Snowden,3.0,9781529035667,Business-Finance-Law
4341,Expert Secrets,Russell Brunson,4.5,9781683504580,Business-Finance-Law
4342,The Rational Optimist,Matt Ridley,4.0,9780007267125,Business-Finance-Law
4343,No Excuses!,Brian Tracy,4.0,9781593156329,Business-Finance-Law
4344,The Phoenix Project,George Spafford,4.5,9780988262508,Business-Finance-Law
4345,Switch,Chip Heath,4.0,9780307885036,Business-Finance-Law
4346,The Success Classics Collection : Think and Grow Rich and The Science of Getting Rich,Napoleon Hill,4.5,9780857086259,Business-Finance-Law
4347,The Glass Castle,Jeannette Walls,4.5,9780349010700,Business-Finance-Law
4348,Lying,Sam Harris,4.0,9781940051000,Business-Finance-Law
4349,The No Asshole Rule,Robert I. Sutton,3.5,9780749954031,Business-Finance-Law
4350,The Golden Thread,Kassia St Clair,4.0,9781473659032,Business-Finance-Law
4351,Losing My Virginity,Sir Richard Branson,4.0,9780307720740,Business-Finance-Law
4352,ALEX FERGUSON My Autobiography,Alex Ferguson,4.0,9780340919408,Business-Finance-Law
4353,Dark Money,Jane Mayer,4.5,9781925228847,Business-Finance-Law
4354,The Organized Mind,Daniel Levitin,3.5,9780241965788,Business-Finance-Law
4355,Against the Gods,Peter L. Bernstein,4.0,9780471295631,Business-Finance-Law
4356,Company of One,Paul Jarvis,4.0,9780241380222,Business-Finance-Law
4357,#GIRLBOSS,Sophia Amoruso,3.5,9780143108597,Business-Finance-Law
4358,HBR's 10 Must Reads Boxed Set (6 Books) (HBR's 10 Must Reads),Harvard Business Review,4.5,9781422184059,Business-Finance-Law
4359,Sell It Like Serhant,Ryan Serhant,4.5,9781473695849,Business-Finance-Law
4360,Rising Strong,Brene Brown,4.0,9780812999334,Business-Finance-Law
4361,The Art of Natural Cheesemaking,David Asher,4.5,9781603585781,Business-Finance-Law
4362,Mastering Bitcoin 2e,Andreas Antonopoulos,4.5,9781491954386,Business-Finance-Law
4363,Lean in,Sheryl Sandberg,4.0,9780385349949,Business-Finance-Law
4364,The Ladybird Book of the Sickie,Jason Hazeley,4.0,9780718184438,Business-Finance-Law
4365,Data Science for Business,Foster Provost,4.0,9781449361327,Business-Finance-Law
4366,Crushing It!,Gary Vaynerchuk,4.0,9780062674678,Business-Finance-Law
4367,Elon Musk,Ashlee Vance,4.0,9780753555644,Business-Finance-Law
4368,Ultimate Sales Machine,Chet Holmes,4.0,9781591842156,Business-Finance-Law
4369,#AskGaryVee,Gary Vaynerchuk,4.0,9780062273123,Business-Finance-Law
4370,Killers of the Flower Moon,David Grann,4.0,9780857209030,Business-Finance-Law
4371,Contagious,Jonah Berger,4.0,9781451686586,Business-Finance-Law
4372,Resonate,Nancy Duarte,4.0,9780470632017,Business-Finance-Law
4373,The Economics Book,DK,4.0,9781409376415,Business-Finance-Law
4374,How Democracies Die,Steven Levitsky,4.0,9780241381359,Business-Finance-Law
